video_pth,split,sentence,num_frames
train/03_0366.mp4,train,لدي الم في الكتف,145
train/03_0367.mp4,train,اعاني من الشعور بالارهاق,140
train/03_0368.mp4,train,لدي تورم في الرقبه,190
train/03_0369.mp4,train,اللوز منتفخه,141
train/03_0372.mp4,train,انا مريض بالسكري,170
train/03_0373.mp4,train,احتاج تحليل دم,142
train/03_0374.mp4,train,لديك تسمم طعام,152
train/03_0375.mp4,train,وقت الزياره انتهي,108
train/03_0376.mp4,test,اشرب الدواء,138
train/03_0377.mp4,train,الضغط مرتفع,98
train/03_0378.mp4,train,امي صائمه,102
train/03_0379.mp4,train,المختبر مزدحم,198
train/03_0380.mp4,train,هناك رسوم علي الامتعه الزائده,222
train/03_0382.mp4,test,اريد سماعات,143
train/03_0383.mp4,train,افتح حقيبتك,137
train/03_0384.mp4,train,ضاعت حقيبتي,149
train/03_0386.mp4,test,احتاج شاحن للجوال,187
train/03_0387.mp4,test,اربط حزام الامان,137
train/03_0388.mp4,train,ارغب بشراء تذكرتين,183
train/03_0389.mp4,train,استلام امتعه هناك,187
train/03_0390.mp4,train,المضيفه كانت لطيفه,226
train/03_0391.mp4,train,اين مكتب الامن ؟,146
train/03_0392.mp4,train,تاخرت الرحله كثيرا,164
train/03_0393.mp4,test,سوف تتاخر الرحله,167
train/03_0394.mp4,test,كم رقم مقعدك ؟,157
train/03_0395.mp4,val,لقد فاتت رحلتي,157
train/03_0397.mp4,train,مكتب الاستعلامات هناك,172
train/03_0398.mp4,train,هذا جواز زوجتي,193
train/03_0399.mp4,train,كم مده الترانزيت ؟,193
train/03_0400.mp4,train,رقم البوابه 12,108
train/03_0401.mp4,val,هو كابتن الطياره,205
train/03_0402.mp4,train,وزن الامتعه زائد,108
train/03_0403.mp4,test,هل لديك حقيبه ؟,112
train/03_0404.mp4,train,اريد الحصول علي بطانيه,155
train/03_0405.mp4,train,اريد تذكره الي الدمام,141
train/03_0406.mp4,train,اريد تغيير موعد رحلتي,125
train/03_0407.mp4,train,اريد شراء تذكره عوده,139
train/03_0408.mp4,train,اريد شراء شريحه جوال,125
train/03_0409.mp4,train,اريد ماكينه صراف الي,139
train/03_0410.mp4,val,اريد مقعد بجانب النافذه,175
train/03_0411.mp4,train,اريد مقعد لطفل رضيع,234
train/03_0412.mp4,train,اغلق هاتفك في الطياره,154
train/03_0413.mp4,train,الرحله تقلع بعد ساعه,170
train/03_0414.mp4,train,المصلي في الطابق الارضي,210
train/03_0415.mp4,train,الي اين انت مسافر ؟,90
train/03_0418.mp4,train,اين صاله رجال اعمال,223
train/03_0419.mp4,train,رحلتي الساعه الثامنه,107
train/03_0420.mp4,train,تغيرت البوابه,104
train/03_0421.mp4,train,انا عندي حقيبتين,126
train/03_0423.mp4,train,اخرج جهاز اللابتوب,131
train/03_0424.mp4,train,اخلع حذائك,140
train/03_0425.mp4,train,مقعدي 12,157
train/03_0426.mp4,train,كم سعر درجه الاعمال ؟,199
train/03_0428.mp4,train,عندي تاشيره دخول للدوله,215
train/03_0430.mp4,train,ضع اصبعك علي الجهاز,196
train/03_0431.mp4,train,ممنوع ادخال الولاعه,134
train/03_0432.mp4,train,كم تذكره الرضيع ؟,215
train/03_0433.mp4,train,ما نوع الطياره ؟,139
train/03_0434.mp4,test,الطيران الدولي تحت,123
train/03_0435.mp4,train,الطيران الداخلي هناك,213
train/03_0437.mp4,train,انتهيت من التفتيش,167
train/03_0438.mp4,train,لا يوجد ممنوعات,96
train/03_0441.mp4,train,احتفظ بالفكه,201
train/03_0443.mp4,train,زد السرعه,110
train/03_0444.mp4,train,اغلق النافذه,150
train/03_0445.mp4,train,انعطف يسارا,110
train/03_0447.mp4,val,الطريق مغلق,96
train/03_0448.mp4,train,الطريق مزدحم,120
train/03_0449.mp4,train,القطار سيتاخر,131
train/03_0450.mp4,train,هذا الطريق اسرع,140
train/03_0451.mp4,val,اريد الدفع نقدا,133
train/03_0452.mp4,train,السائق كان جيد,121
train/03_0454.mp4,train,المكيف لا يعمل,131
train/03_0455.mp4,train,اريد الغاء حجزي,104
train/03_0456.mp4,train,اوبر غير متوفر,221
train/03_0457.mp4,test,حمل تطبيق اوبر,244
train/03_0458.mp4,train,حمل تطبيق كريم,184
train/03_0459.mp4,train,ما نوع سيارتك ؟,112
train/03_0460.mp4,test,الطريق هذا خاطئ,152
train/03_0461.mp4,train,كم يستغرق الوصول ؟,139
train/03_0462.mp4,train,لقد فاتني القطار,183
train/03_0463.mp4,train,اريد جدول القطار,141
train/03_0464.mp4,val,اتجه الي اليسار,155
train/03_0465.mp4,test,التزم بسرعه الطريق,289
train/03_0466.mp4,test,لا يمكنني انتظار,89
train/03_0467.mp4,val,يوجد خصم خمسين بالمئه,141
train/03_0468.mp4,train,ممنوع الوقوف هنا,115
train/03_0470.mp4,train,ما لون سيارتك ؟,108
train/03_0471.mp4,train,كم لوحه السياره ؟,140
train/03_0472.mp4,train,الي اين تريد الذهاب ؟,164
train/03_0473.mp4,train,اريد الذهاب الي الفندق,150
train/03_0474.mp4,test,اريد الذهاب الي المطار,146
train/03_0476.mp4,val,ضع وجهتك في التطبيق,239
train/03_0477.mp4,val,اريد سياره تاكسي عائليه,215
train/03_0478.mp4,train,اين موقف التاكسي ؟,226
train/03_0479.mp4,train,قف عند محطه الوقود,193
train/03_0480.mp4,val,كم قيمه المشوار ؟,165
train/03_0481.mp4,val,سيارتي صغيره,112
train/03_0483.mp4,val,اقفل باب السياره,132
train/03_0484.mp4,train,بيتي قريب,85
train/03_0485.mp4,train,بيتي بعيد,110
train/03_0486.mp4,train,الطريق هذا افضل,95
train/03_0487.mp4,train,تاخر التاكسي,121
train/03_0488.mp4,train,القطار معطل,150
train/03_0489.mp4,train,اذهب الي اليمين,105
train/03_0492.mp4,train,كم عدد الركاب ؟,156
train/03_0493.mp4,train,السياره لا تكفي,111
train/03_0494.mp4,train,لا يوجد بنزين,120
train/03_0495.mp4,test,كم سعر البنزين ؟,89
train/03_0496.mp4,train,انا طلبت اوبر,239
train/03_0497.mp4,train,الباص مليان,125
train/03_0498.mp4,train,بعد الدوار يمين,226
train/03_0499.mp4,train,لا تسرع,100
train/03_0500.mp4,train,افتح شنطه السياره,171
train/05_0020.mov,train,متي يغلق الفرع ؟,135
train/05_0278.mov,train,سبب الخلع الضرب,168
train/05_0360.mov,train,لدي الم في اللثه,223
train/05_0501.mov,train,ممنوع التاخير,114
train/05_0503.mov,train,هذا مكتب المدير,122
train/05_0506.mov,train,اين قاعه الامتحانات ؟,113
train/05_0507.mov,train,مكتبه المدرسه صغيره,123
train/05_0514.mov,train,الاختبار كان صعب,126
train/05_0517.mov,train,شرح المعلم غير واضح,147
train/05_0518.mov,train,اين تقام المحاضرات ؟,112
train/05_0520.mov,train,لماذا تاخرت اليوم ؟,116
train/05_0523.mov,train,اريد تحسين مستواي في الفيزياء,194
train/05_0528.mov,train,استلام النتائج غدا,127
train/05_0531.mov,train,ممكن استعير قلمك ؟,121
train/05_0533.mov,train,هل هذا الدرس مطلوب ؟,142
train/05_0534.mov,test,متي حفل التخرج ؟,161
train/05_0536.mov,train,متي موعد الاختبار القادم ؟,175
train/05_0537.mov,val,الاختبار القادم يوم ثلاثاء,165
train/05_0538.mov,train,كيف جدولك هذا الاسبوع ؟,156
train/05_0539.mov,train,ما هي شروط التخرج ؟,134
train/05_0540.mov,train,انتهي الدرس,140
train/05_0541.mov,train,الشرح سهل ومفهوم,159
train/05_0543.mov,train,هل لدي احد سؤال ؟,173
train/05_0544.mov,train,نسيت اسم المستخدم,118
train/05_0547.mov,train,كيف كانت المحاضره ؟,128
train/05_0550.mov,train,الطالب غائب,102
train/05_0551.mov,train,اين دفتر الملاحظات ؟,133
train/05_0552.mov,train,احتاج تسجيل الفيديو للدرس,162
train/05_0556.mov,train,الغي الامتحان,116
train/05_0558.mov,train,عندي ثلاث محاضرات يوم الاحد,174
train/05_0560.mov,train,حصلت علي درجه تحت المعدل,184
train/05_0561.mov,train,مشروع الماده سهل,141
train/05_0562.mov,train,ممنوع استخدام الهاتف,129
train/05_0563.mov,train,تخصصي رياضيات,141
train/05_0565.mov,train,اين يقع الفصل ؟,136
train/05_0569.mov,train,اين مكتب الشؤون الطلابيه ؟,141
train/05_0570.mov,train,كم عدد الحصص اليوم ؟,387
train/05_0572.mp4,val,كم عدد صفحات التقرير ؟,136
train/05_0575.mov,val,الاختبار كان متوسط الصعوبه,140
train/05_0576.mov,train,انا طالب علوم دينيه,112
train/05_0578.mov,train,شرح المعلم سريع,105
train/05_0585.mov,train,لدي واجب الان,110
train/05_0586.mov,train,حل الواجب غير كامل,141
train/05_0587.mov,train,احب حصه التاريخ,123
train/05_0590.mp4,train,كليه التجاره في المبني الرئيسي,146
train/05_0591.mov,train,لا يوجد مكتب للطلاب,110
train/05_0594.mov,train,هل هذا البحث اختياري ؟,128
train/05_0595.mov,train,ما هو المنهج القديم ؟,129
train/05_0597.mov,train,متي موعد الامتحان العملي ؟,142
train/05_0606.mov,train,ما اسم كليتك ؟,375
train/05_0607.mov,train,لا يوجد واجب هذا الاسبوع,124
train/05_0608.mov,train,كيف كان الدرس ؟,121
train/05_0610.mov,train,انت افضل معلم,132
train/05_0611.mov,train,الطالب مجتهد,136
train/05_0613.mov,test,احتاج اسجل للامتحان,128
train/05_0614.mov,train,هل هذا المشروع جماعي ؟,127
train/05_0615.mov,train,المحاضره تبدا بعد ساعتين,160
train/05_0621.mov,train,حصلت علي درجه عاليه,117
train/05_0624.mov,train,الضغط منخفض,121
train/05_0626.mov,train,اشعر بالجوع,85
train/05_0627.mov,test,متي جراحه الكتف ؟,184
train/05_0628.mp4,train,المستشفي مزدحم,148
train/05_0629.mov,train,اشعر بالغثيان,144
train/05_0630.mov,test,اشعر بالقلق,285
train/05_0631.mov,train,ذاكرتي جيده,121
train/05_0632.mov,test,هل تشعر بتحسن ؟,119
train/05_0635.mp4,train,اين غرفه الطبيب ؟,136
train/05_0638.mov,train,يرجي الانتظار هنا,131
train/05_0643.mov,train,متي بدا الالم ؟,148
train/05_0645.mov,train,هل تشعر بالضعف ؟,110
train/05_0646.mov,train,اشعر بالم خفيف,123
train/05_0648.mp4,train,اين غرفه الطوارئ ؟,129
train/05_0653.mov,train,نبض القلب طبيعي,116
train/05_0656.mov,train,لديك التهاب رئوي,127
train/05_0658.mov,train,لدي حراره منخفضه,130
train/05_0660.mov,train,المريض يحتاج مساعده,132
train/05_0662.mov,train,لدي نزيف في الانف,205
train/05_0665.mov,train,لدي حراره في الجسم,93
train/05_0666.mov,train,اعاني من الصداع,108
train/05_0668.mov,train,اشعر بالحكه في الجلد,188
train/05_0669.mov,train,لدي الم في الركبه,139
train/05_0671.mov,train,لدي تورم في الوجه,155
train/05_0673.mov,train,اين الطبيب ؟,107
train/05_0674.mp4,train,اين المريض بالقلب ؟,114
train/05_0678.mov,train,تناول الدواء,92
train/05_0681.mov,train,المختبر فارغ,110
train/05_0682.mov,train,اشعر بالعطش,110
train/05_0685.mov,train,المستشفي نظيف,137
train/05_0689.mov,train,اين غرفه العنايه ؟,118
train/05_0690.mov,train,ما هي التعليمات ؟,132
train/05_0692.mov,train,ما هو وزن الجنين ؟,141
train/05_0695.mov,train,احتاج وصفه طبيه,156
train/05_0697.mov,val,اين غرفه الولاده ؟,128
train/05_0701.mov,train,هل تشعر بالصداع ؟,131
train/05_0702.mov,train,اشعر بالم في الحلق,127
train/05_0705.mov,train,هل هذا طبيعي ؟,103
train/05_0707.mov,train,كم تكلفه الجراحه ؟,117
train/05_0708.mov,test,اين عياده العظام ؟,122
train/05_0709.mp4,train,نبض الجنين ضعيف,130
train/05_0712.mov,train,لديك التهاب في الحلق,258
train/05_0713.mp4,train,ساخضع لعلاج غدا,124
train/05_0715.mov,train,الالم مستمر,90
train/05_0716.mov,test,المريض يحتاج راحه,129
train/05_0721.mov,train,لدي بروده في اليدين,100
train/05_0722.mov,train,اعاني من الدوخه,102
train/05_0728.mov,train,اللوز سليمه,103
train/05_0729.mov,train,اين الصيدلي ؟,87
train/05_0743.mov,train,ذاكرتي قويه,97
train/05_0744.mov,train,هل تشعر بالرعشه ؟,95
train/05_0745.mov,val,اين مكتب الشحن ؟,109
train/05_0747.mov,train,اريد تاجيل رحلتي,116
train/05_0748.mov,train,افتح شنطتك للتفتيش يدويا,99
train/05_0749.mov,train,ضاع حزام الامتعه,100
train/05_0750.mov,test,اريد جواز ولدي,187
train/05_0752.mp4,train,اربط حقيبتك جيدا,127
train/05_0755.mp4,train,المضيفه تحتاج مساعده,128
train/05_0757.mp4,train,الرحله ستلغي اليوم,124
train/05_0765.mp4,train,رقم البوابه خمسه عشر,117
train/05_0766.mp4,train,هي قائده الطياره,139
train/05_0767.mp4,val,وزن الشنطه مقبول,122
train/05_0770.mp4,train,اريد تذكره الي جده,150
train/05_0772.mp4,train,اريد تحديث التذكره,118
train/05_0775.mp4,train,اريد مقعد في المؤخره,163
train/05_0777.mp4,train,تشغيل وضع الطيران,150
train/05_0781.mp4,train,انتبه لشنطتك,100
train/05_0782.mp4,train,اين حافله النقل ؟,133
train/05_0783.mp4,train,اين صاله الدرجه الاولي ؟,146
train/05_0784.mp4,train,رحلتي السادسه صباحا,258
train/05_0787.mp4,train,هذه الحقيبه خفيفه,162
train/05_0789.mp4,train,اخلع سترتك,115
train/05_0796.mp4,train,ممنوع حمل السوائل,240
train/05_0801.mp4,train,لا استطيع تاجيل الرحله,146
train/05_0802.mp4,train,انتهيت من الجمارك,174
train/05_0803.mp4,train,يوجد عطل فني,192
train/05_0805.mp4,train,اريد مقعدا في المقدمه,125
train/05_0807.mp4,train,اريد بطاقه صعود,201
train/05_0808.mp4,train,ضاعت تذكره العوده,126
train/05_0809.mp4,train,اين عربه الامتعه ؟,169
train/05_0811.mp4,test,ارغب بشيك ان,192
train/05_0813.mp4,train,المضيف يطلب حضورك,168
train/05_0814.mp4,test,اين مكتب الضيافه ؟,119
train/05_0817.mp4,train,كم بقي علي الاقلاع ؟,157
train/05_0818.mp4,train,لدي امتعه هشه,132
train/05_0819.mp4,train,هل هذه شنطتك ؟,150
train/05_0821.mp4,test,رقم الحجز 456,165
train/05_0822.mp4,test,ما الوزن الاجمالي للحقائب,195
train/05_0824.mp4,train,اغلق الشاشه الان,96
train/05_0826.mp4,train,الرحله لن تتاخر,129
train/05_0831.mp4,train,رحلتي عبر الرياض,94
train/05_0833.mp4,train,عندي امتعه مؤمنه,117
train/05_0834.mp4,train,اين استلم حقيبتي ؟,127
train/05_0838.mp4,train,كم رسوم التاجيل ؟,156
train/05_0839.mp4,val,الباص متوقف خارجا,95
train/05_0842.mp4,train,ضع الامتعه فوق,95
train/05_0843.mp4,train,ممنوع التصوير هنا,111
train/05_0847.mp4,train,لا يوجد تاخير,74
train/05_0856.mp4,train,اين عربه الاطفال ؟,100
train/05_0857.mp4,train,اين غرف الانتظار ؟,97
train/05_0860.mp4,train,استلام الحقائب توقف,147
train/05_0862.mp4,train,اين مكان الشحن ؟,133
train/05_0864.mp4,train,ساصعد الطياره,100
train/05_0865.mp4,train,كم سعه الامتعه ؟,115
train/05_0866.mp4,val,هذا مقعد اضافي,98
train/05_0867.mp4,train,افتح حساب جاري,101
train/05_0870.mp4,train,اطلب قرض سكني,105
train/05_0871.mp4,train,ارغب بتمويل مشروع,105
train/05_0872.mp4,train,حولت الفلوس امس,117
train/05_0875.mp4,train,سدد فاتوره الكهرباء,190
train/05_0878.mp4,test,هل غيرت الرقم السري ؟,163
train/05_0886.mp4,val,رقم الايبان ناقص,103
train/05_0891.mp4,val,استفسر عن رسوم التحويل,219
train/05_0892.mp4,train,ارغب ببطاقه مسبقه الدفع,117
train/05_0893.mp4,val,جدد بطاقتي البنكيه,104
train/05_0894.mp4,val,ارغب بمعرفه تفاصيل الاستثمار,134
train/05_0896.mp4,train,اطبع كشف حساب,122
train/05_0897.mp4,train,افتح حساب طالب اونلاين,123
train/05_0900.mp4,test,اضف مستفيد جديد,110
train/05_0905.mp4,train,اسحب خمس مئه ريال,143
train/05_0906.mp4,train,اود تحويل مبلغ مالي,187
train/05_0907.mp4,train,اريد الاستعلام عن الفوائد,104
train/05_0908.mp4,train,ارغب بتقسيط القرض,123
train/05_0911.mp4,train,تحقق من بطاقه الائتمان,213
train/05_0912.mp4,train,اطلب تجميد البطاقه,107
train/05_0913.mp4,train,ارغب بتفعيل البطاقه,130
train/05_0916.mp4,train,افتح حساب مصرفي,123
train/05_0920.mp4,train,اطلب استشاره مصرفيه,159
train/05_0922.mp4,train,التسديد خلال ثلاث سنوات,195
train/05_0923.mp4,train,حدد موعد مع البنك,121
train/05_0925.mp4,train,اود الاستعلام عن تحويلات سابقه,132
train/05_0928.mp4,test,ارغب بتحديث عنوان البريد,148
train/05_0930.mp4,train,ارغب بتغيير الفرع,117
train/05_0931.mp4,train,اطلب خدمه مصرفيه,112
train/05_0939.mp4,train,ارغب برصد معاملات,301
train/05_0940.mp4,train,استعلم لي عن المعامله,111
train/05_0941.mp4,train,اود الاستعلام عن بطاقات جديده,104
train/05_0951.mp4,train,اود الاستعلام عن رسوم السحب,119
train/05_0953.mp4,train,استفسر عن رسوم بطاقه السفر,115
train/05_0954.mp4,train,ارغب بتخفيض رسوم,129
train/05_0958.mp4,test,ارغب بتغيير اسم الحساب,107
train/05_0959.mp4,train,ما هو اسم الفرع ؟,76
train/05_0962.mp4,train,عدل بيانات الحساب,120
train/05_0966.mp4,train,ارفع لي طلب دفع قسط,126
train/05_0967.mp4,train,ارغب بسداد قسط,103
train/05_0968.mp4,train,اود الاستعلام عن القسط,225
train/05_0970.mp4,train,جهاز السحب لا يعمل,181
train/05_0972.mp4,train,ارغب بمراجعه القرض,147
train/05_0976.mp4,train,اود طلب قرض تمويلي,151
train/05_0979.mp4,train,احتاج استشاره تمويليه,148
train/05_0980.mp4,train,اريد بيع الاسهم,143
train/05_0981.mp4,train,كم سعر الاسهم ؟,133
train/05_0983.mp4,train,هو مدير البنك,168
train/05_0986.mp4,val,اريد ايداع الف ريال,207
train/05_0988.mp4,train,احتاج الي وصفه جديده,150
train/05_0989.mp4,train,اقرا ورقه ارشادات الدواء,175
train/05_0991.mp4,train,دواء الحساسيه جيد,122
train/05_0993.mp4,train,التامين الطبي يغطي تكلفه الدواء,203
train/05_0996.mp4,train,الدواء يسبب النعاس,133
train/05_1000.mp4,train,كريم حب الشباب فعال,186
train/05_1002.mp4,train,استخدم كريم ترطيب البشره,175
train/05_1006.mp4,train,الدواء غير مناسب للاطفال,192
train/05_1012.mp4,train,اسال الصيدلي عن دواء المغص,181
train/05_1016.mp4,train,تجديد الوصفه من الصيدليه,159
train/05_1019.mp4,train,جرب بخاخ نمو الشعر,179
train/05_1020.mp4,train,حليب الاطفال سعره ثابت,136
train/05_1022.mp4,train,اطلب فيتامين اساسي للنساء,207
train/05_1025.mp4,train,هل يوجد كريم شد للبشره ؟,186
train/05_1026.mp4,train,دواء التوتر يهدئ العقل,181
train/05_1028.mp4,train,ممكن كريم التجاعيد ؟,129
train/05_1029.mp4,train,السمنه تسبب مشاكل بالمعده والركبه,203
train/05_1032.mp4,train,دواء الالتهاب فعال,178
train/05_1033.mp4,train,استخدم كريم المرطب يوميا,171
train/05_1036.mp4,train,عندي اعراض مزمنه,170
train/05_1037.mp4,train,استبدل شراب السعال القديم,183
train/05_1038.mp4,train,زد جرعه الدواء بحذر,154
train/05_1039.mp4,train,احتاج دواء لعلاج الحساسيه,171
train/05_1042.mp4,train,جرب مرهم الحروق السريع,126
train/05_1044.mp4,test,دواء التهاب المفاصل مفيد,235
train/05_1045.mp4,train,حبوب السكري تستخدم يوميا,163
train/05_1050.mp4,train,تحقق من صلاحيه الدواء,269
train/05_1051.mp4,test,استبدل دواء الحموضه,110
train/05_1053.mp4,train,احتاج دواء تحسين المزاج,175
train/05_1054.mov,train,تبديل كريم البشره القديم,190
train/05_1055.mov,val,اعطني شراب خفض الحراره,146
train/05_1056.mov,train,دواء السعال ينظم التنفس,192
train/05_1057.mov,train,اريد محلول لطرد البكتيريا,230
train/05_1058.mov,train,اطلب دواء لتخفيف الالم,151
train/05_1059.mp4,test,استفسر عن دواء الفطريات,128
train/05_1061.mov,test,اطلب قطرات لعلاج الجفاف,155
train/05_1063.mp4,train,هذا شامبو للفطريات,150
train/05_1066.mov,train,ما هي جرعه الفايتمن المناسبه ؟,181
train/05_1068.mov,train,ابني يعاني من اكزيما,208
train/05_1078.mov,train,اريد الاستعلام عن وصفه,196
train/05_1080.mov,train,اطلب علاج للاكزيما,163
train/05_1081.mov,train,دواء السكر غالي,226
train/05_1082.mov,train,يوجد نوعين لدواء السكر,98
train/05_1088.mov,test,لا يوجد بروتين بودره,315
train/05_1089.mov,train,معقم الجروح اعلي الرف,165
train/05_1093.mov,val,تاكد من توافر الدواء,148
train/05_1095.mov,val,اشتريت معجون اسنان,153
train/05_1097.mov,train,احصل علي دواء الانفلونزا,165
train/05_1098.mov,train,اين اجد غسول للفم ؟,225
train/05_1099.mov,train,ممكن صبغه بيضاء للشعر ؟,148
train/05_1100.mov,train,خذ دواء الحمي الان,171
train/05_1101.mov,test,كم سعر الوصفه ؟,152
train/05_1105.mov,train,احتاج شامبو ضد القشره,159
train/05_1108.mov,train,هذه قضيه طلاق,106
train/05_1114.mov,val,قضيه حضانه ابناء,117
train/05_1115.mov,train,اريد تقديم دعوي سلف ماليه,147
train/05_1117.mov,train,القضيه بدات قبل شهر,257
train/05_1119.mp4,train,اين دليل القذف ؟,130
train/05_1124.mov,train,ادخل علي نظام ناجز,159
train/05_1126.mp4,train,هل انتهت عده الطلاق ؟,167
train/05_1129.mp4,train,تم الطلاق مرتين,105
train/05_1135.mov,train,الحكم بغرامه خمسين الف,146
train/05_1138.mov,train,ما الاثبات المطلوب ؟,134
train/05_1141.mov,train,قيمه السلف مئتين الف,156
train/05_1142.mov,train,ما هي قيمه السلف ؟,161
train/05_1143.mov,train,الشهود غير موجودين,111
train/05_1145.mov,train,اين الوثائق المزوره,167
train/05_1148.mov,train,السجين حافظ للقران,162
train/05_1149.mov,train,الشاهد لم يدخل الجلسه,236
train/05_1153.mp4,val,اين رابط الجلسه ؟,193
train/05_1154.mp4,train,ما اسم القاضي,175
train/05_1157.mp4,test,المدعي عليه قاصر,139
train/05_1159.mp4,train,احتاج الي استشاره قانونيه,153
train/05_1160.mp4,train,تم تصوير السرقه,144
train/05_1161.mp4,train,جريمه القتل غير ثابته,192
train/05_1162.mp4,train,هذه جريمه الابتزاز,201
train/05_1169.mp4,train,كم مبلغ النفقه للابناء ؟,115
train/05_1172.mp4,train,لم توزع التركه,148
train/05_1174.mp4,train,وصايه قانونيه مسجله,138
train/05_1175.mp4,test,هذه دعوي قرض تجاري,177
train/05_1178.mp4,train,اطالب بتاجيل الجلسه,183
train/05_1179.mp4,train,انا ارمله,333
train/05_1181.mov,train,انا مطلقه,128
train/05_1182.mov,train,ابنتي مطلقه,144
train/05_1185.mov,train,هل تريد نفقه للابناء ؟,137
train/05_1186.mov,test,نفقه الابناء لا تكفي,191
train/05_1191.mov,train,ما سبب الانفصال ؟,169
train/05_1192.mov,val,دعوي طلب مؤخر,191
train/05_1197.mov,train,من هو مالك الارض ؟,164
train/05_1200.mov,train,يجب ارجاع المهر,165
train/05_1203.mov,train,المهر كان خمسين الف,174
train/05_1204.mov,train,المدعي عليه ينفي التهم,171
train/05_1205.mov,train,متي تبدا العده ؟,171
train/05_1206.mov,train,لا يوجد دليل,140
train/05_1209.mov,train,كل الشهود متواجدون,134
train/05_1210.mov,train,الشاهد يحلف يمينا,229
train/05_1211.mov,train,الحكم بالسجن عامين,125
train/05_1214.mov,train,لم يتم دفع الصداق,148
train/05_1215.mov,train,الدعوي مرفوضه,114
train/05_1216.mov,train,المحامي غير متواجد اليوم,149
train/05_1219.mov,train,احتاج استشاره قانونيه,144
train/05_1220.mov,train,اين صك الارض ؟,158
train/05_1222.mov,train,قدم اعتراض في نظام ناجز,205
train/05_1223.mov,train,تم حل الخلاف,127
train/05_1227.mov,train,غرامه علي التاخير,116
train/05_1232.mov,train,اختر الطريق المختصر,132
train/05_1240.mov,val,عليك رسوم مخالفه مروريه,157
train/05_1243.mov,train,انتبه لصوت الماكينه العالي,313
train/05_1244.mov,train,سرعه الطريق 110,191
train/05_1246.mov,train,تاكد من عمل المصابيح,148
train/05_1247.mov,train,اطفئ السياره,125
train/05_1249.mov,train,انتبه قبل التجاوز بالمنعطف,180
train/05_1251.mov,train,هل بامكاني الوقوف هنا ؟,141
train/05_1252.mov,train,عب بنزين 91,170
train/05_1253.mov,train,سيارتي لونها ابيض,125
train/05_1254.mov,train,طلبت توصيل من تطبيق كريم,189
train/05_1258.mov,train,احجز تذكره القطار,134
train/05_1259.mov,test,كم رسوم المخالفه ؟,148
train/05_1260.mov,train,استمتع بالاجازه,134
train/05_1262.mp4,train,تاكد من رخصه القياده,129
train/05_1267.mov,val,اطلب خدمه توصيل,132
train/05_1270.mov,train,تواصل مع قسم النقل,377
train/05_1271.mp4,train,يوجد ازدحام علي الجسر,179
train/05_1272.mp4,train,اعمل في تطبيق كريم,180
train/05_1280.mp4,train,مسافر في وقت الذروه,133
train/05_1281.mp4,train,كن بالمطار قبل ساعتين من الاقلاع,144
train/05_1282.mp4,val,ارسل رقم حجزك فورا,158
train/05_1284.mp4,train,استرجع فاتوره رحلتك,143
train/05_1286.mp4,test,استعلم عن مواعيد الحافلات,179
train/05_1287.mp4,train,قم بحجز مقعدك اونلاين,167
train/05_1288.mp4,test,اختر خط سير مناسب,191
train/05_1291.mp4,train,هل استلمت بطاقه الصعود ؟,137
train/05_1293.mp4,train,ارفع تقييم السائق,280
train/05_1298.mp4,train,استمتع برحله هادئه ومريحه,182
train/05_1299.mp4,train,ما رايك بخدمه النقل الجديده ؟,169
train/05_1301.mp4,train,المشوار الي تبوك بعيد,202
train/05_1306.mp4,train,احجز مقعدك في الحافله,163
train/05_1308.mp4,test,تاكد من رقم بوابه الرحله,187
train/05_1309.mp4,train,استخدم تطبيق توصيل الطعام,251
train/05_1311.mp4,train,اعمل صيانه للمركبه,113
train/05_1312.mp4,train,سجل بيانات الرحله,168
train/05_1313.mp4,train,تابع حاله المركبه عن بعد,145
train/05_1317.mp4,train,اطلب استرداد اموال الرحله,114
train/05_1318.mp4,val,اين صاله رجال الاعمال ؟,143
train/05_1319.mp4,val,استماره السياره منتهيه,169
train/05_1321.mp4,train,هل هناك خصومات لليوم الوطني ؟,261
train/05_1329.mp4,val,نستمع الي دعاء السفر,147
train/05_1330.mp4,train,موقف السياره مخالف,151
train/05_1333.mp4,train,موعد الانطلاق تاخر,203
train/05_1335.mp4,train,شغل لمبات السياره,147
train/05_1337.mp4,train,اطفيء لمبات السياره,126
train/05_1338.mp4,train,اين موقف السياره ؟,135
train/05_1341.mp4,train,افتح باب الكراج,173
train/05_1343.mp4,train,كم دقيقه حتي نصل ؟,148
train/05_1348.mp4,test,اغلق صمام الغاز,141
train/05_1349.mp4,train,اهرب عبر الباب الخلفي,150
train/05_1350.mp4,train,اطلب مساعده من الجيران,146
train/05_1352.mp4,test,ابحث عن مخرج امن,222
train/05_1359.mp4,train,هل الكل متواجد في منطقه التجمع ؟,197
train/05_1362.mp4,train,اطلب مساعده انقاذ عاجل,319
train/05_1366.mov,train,ما سبب صوت صفارات الانذار ؟,205
train/05_1370.mov,train,اخرج من المنطقه بسرعه,121
train/05_1374.mov,train,يوجد شخص لديه سلاح,153
train/05_1377.mov,train,هناك زلزال,170
train/05_1381.mov,train,سجل الحادث بصوره رسميه,182
train/05_1382.mov,train,ابي فقد الوعي بالمرحاض,181
train/05_1384.mov,train,وصلت طياره الهلكوبتر,125
train/05_1385.mov,train,فعل اشعارات التحذير,187
